experiment,scenario_id,city,name,valence,token_count,semantic_transparency,template,swap_order,context_text,control_avg_logprob,prevention_avg_logprob,prevention_minus_control
name,S3,Chicago,Austin,under_resourced,1,opaque,T1,False,"The affected neighborhood is Austin, Chicago.",-5.75,-7.625,-1.875
name,S3,Chicago,Austin,under_resourced,1,opaque,T1,True,"The affected neighborhood is Austin, Chicago.",-3.5833333333333335,-7.625,-4.041666666666666
name,S3,Chicago,Austin,under_resourced,1,opaque,T2,False,The area in question is Austin in Chicago.,-5.75,-7.583333333333333,-1.833333333333333
name,S3,Chicago,Austin,under_resourced,1,opaque,T2,True,The area in question is Austin in Chicago.,-3.5625,-7.666666666666667,-4.104166666666667
name,S3,Chicago,Harvey,under_resourced,1,opaque,T1,False,"The affected neighborhood is Harvey, Chicago.",-5.708333333333333,-7.708333333333333,-2.0
name,S3,Chicago,Harvey,under_resourced,1,opaque,T1,True,"The affected neighborhood is Harvey, Chicago.",-3.5833333333333335,-7.666666666666667,-4.083333333333334
name,S3,Chicago,Harvey,under_resourced,1,opaque,T2,False,The area in question is Harvey in Chicago.,-5.583333333333333,-7.5,-1.916666666666667
name,S3,Chicago,Harvey,under_resourced,1,opaque,T2,True,The area in question is Harvey in Chicago.,-3.5625,-7.708333333333333,-4.145833333333333
name,S3,Los Angeles,Brentwood,affluent,1,semi,T1,False,"The affected neighborhood is Brentwood, Los Angeles.",-5.666666666666667,-7.625,-1.958333333333333
name,S3,Los Angeles,Brentwood,affluent,1,semi,T1,True,"The affected neighborhood is Brentwood, Los Angeles.",-3.5416666666666665,-7.625,-4.083333333333334
name,S3,Los Angeles,Brentwood,affluent,1,semi,T2,False,The area in question is Brentwood in Los Angeles.,-5.625,-7.583333333333333,-1.958333333333333
name,S3,Los Angeles,Brentwood,affluent,1,semi,T2,True,The area in question is Brentwood in Los Angeles.,-3.5208333333333335,-7.666666666666667,-4.145833333333334
name,S3,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,"The affected neighborhood is Beverly Grove, Los Angeles.",-5.625,-7.5,-1.875
name,S3,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,"The affected neighborhood is Beverly Grove, Los Angeles.",-3.5,-7.458333333333333,-3.958333333333333
name,S3,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,The area in question is Beverly Grove in Los Angeles.,-5.541666666666667,-7.458333333333333,-1.916666666666666
name,S3,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,The area in question is Beverly Grove in Los Angeles.,-3.5416666666666665,-7.458333333333333,-3.9166666666666665
name,S3,Los Angeles,Pasadena,affluent,1,opaque,T1,False,"The affected neighborhood is Pasadena, Los Angeles.",-5.708333333333333,-7.5,-1.791666666666667
name,S3,Los Angeles,Pasadena,affluent,1,opaque,T1,True,"The affected neighborhood is Pasadena, Los Angeles.",-3.5833333333333335,-7.583333333333333,-3.9999999999999996
name,S3,Los Angeles,Pasadena,affluent,1,opaque,T2,False,The area in question is Pasadena in Los Angeles.,-5.708333333333333,-7.583333333333333,-1.875
name,S3,Los Angeles,Pasadena,affluent,1,opaque,T2,True,The area in question is Pasadena in Los Angeles.,-3.625,-7.708333333333333,-4.083333333333333
name,S3,Los Angeles,Watts,under_resourced,1,opaque,T1,False,"The affected neighborhood is Watts, Los Angeles.",-5.625,-7.166666666666667,-1.541666666666667
name,S3,Los Angeles,Watts,under_resourced,1,opaque,T1,True,"The affected neighborhood is Watts, Los Angeles.",-3.5208333333333335,-7.208333333333333,-3.6874999999999996
name,S3,Los Angeles,Watts,under_resourced,1,opaque,T2,False,The area in question is Watts in Los Angeles.,-5.541666666666667,-7.208333333333333,-1.666666666666666
name,S3,Los Angeles,Watts,under_resourced,1,opaque,T2,True,The area in question is Watts in Los Angeles.,-3.5416666666666665,-7.208333333333333,-3.6666666666666665
name,S3,Los Angeles,Compton,under_resourced,1,opaque,T1,False,"The affected neighborhood is Compton, Los Angeles.",-5.583333333333333,-7.541666666666667,-1.958333333333334
name,S3,Los Angeles,Compton,under_resourced,1,opaque,T1,True,"The affected neighborhood is Compton, Los Angeles.",-3.5833333333333335,-7.75,-4.166666666666666
name,S3,Los Angeles,Compton,under_resourced,1,opaque,T2,False,The area in question is Compton in Los Angeles.,-5.583333333333333,-7.5,-1.916666666666667
name,S3,Los Angeles,Compton,under_resourced,1,opaque,T2,True,The area in question is Compton in Los Angeles.,-3.6666666666666665,-7.916666666666667,-4.25
name,S3,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Inglewood, Los Angeles.",-5.666666666666667,-7.541666666666667,-1.875
name,S3,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Inglewood, Los Angeles.",-3.5416666666666665,-7.541666666666667,-4.0
name,S3,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,The area in question is Inglewood in Los Angeles.,-5.666666666666667,-7.5,-1.833333333333333
name,S3,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,The area in question is Inglewood in Los Angeles.,-3.5208333333333335,-7.666666666666667,-4.145833333333334
name,S4,Boston,Back Bay,affluent,2,transparent,T1,False,"The affected neighborhood is Back Bay, Boston.",-6.083333333333333,-6.541666666666667,-0.4583333333333339
name,S4,Boston,Back Bay,affluent,2,transparent,T1,True,"The affected neighborhood is Back Bay, Boston.",-4.333333333333333,-3.9583333333333335,0.37499999999999956
name,S4,Boston,Back Bay,affluent,2,transparent,T2,False,The area in question is Back Bay in Boston.,-6.083333333333333,-6.541666666666667,-0.4583333333333339
name,S4,Boston,Back Bay,affluent,2,transparent,T2,True,The area in question is Back Bay in Boston.,-4.1875,-4.1875,0.0
name,S4,Boston,Beacon Hill,affluent,2,transparent,T1,False,"The affected neighborhood is Beacon Hill, Boston.",-6.041666666666667,-6.041666666666667,0.0
name,S4,Boston,Beacon Hill,affluent,2,transparent,T1,True,"The affected neighborhood is Beacon Hill, Boston.",-5.270833333333333,-3.5625,1.708333333333333
name,S4,Boston,Beacon Hill,affluent,2,transparent,T2,False,The area in question is Beacon Hill in Boston.,-6.125,-6.083333333333333,0.04166666666666696
name,S4,Boston,Beacon Hill,affluent,2,transparent,T2,True,The area in question is Beacon Hill in Boston.,-5.583333333333333,-3.5625,2.020833333333333
name,S4,Boston,Brookline,affluent,1,semi,T1,False,"The affected neighborhood is Brookline, Boston.",-6.208333333333333,-6.0,0.20833333333333304
name,S4,Boston,Brookline,affluent,1,semi,T1,True,"The affected neighborhood is Brookline, Boston.",-5.625,-3.5208333333333335,2.1041666666666665
name,S4,Boston,Brookline,affluent,1,semi,T2,False,The area in question is Brookline in Boston.,-6.125,-6.0,0.125
name,S4,Boston,Brookline,affluent,1,semi,T2,True,The area in question is Brookline in Boston.,-5.833333333333333,-3.5625,2.270833333333333
name,S4,Boston,Roxbury,under_resourced,1,opaque,T1,False,"The affected neighborhood is Roxbury, Boston.",-6.041666666666667,-5.541666666666667,0.5
name,S4,Boston,Roxbury,under_resourced,1,opaque,T1,True,"The affected neighborhood is Roxbury, Boston.",-6.041666666666667,-3.5416666666666665,2.5000000000000004
name,S4,Boston,Roxbury,under_resourced,1,opaque,T2,False,The area in question is Roxbury in Boston.,-6.083333333333333,-5.541666666666667,0.5416666666666661
name,S4,Boston,Roxbury,under_resourced,1,opaque,T2,True,The area in question is Roxbury in Boston.,-6.0,-3.5833333333333335,2.4166666666666665
name,S4,Boston,Dorchester,under_resourced,1,opaque,T1,False,"The affected neighborhood is Dorchester, Boston.",-5.958333333333333,-5.833333333333333,0.125
name,S4,Boston,Dorchester,under_resourced,1,opaque,T1,True,"The affected neighborhood is Dorchester, Boston.",-5.3125,-3.5625,1.75
name,S4,Boston,Dorchester,under_resourced,1,opaque,T2,False,The area in question is Dorchester in Boston.,-6.0,-5.916666666666667,0.08333333333333304
name,S4,Boston,Dorchester,under_resourced,1,opaque,T2,True,The area in question is Dorchester in Boston.,-5.416666666666667,-3.5625,1.854166666666667
name,S4,Boston,Chelsea,under_resourced,1,opaque,T1,False,"The affected neighborhood is Chelsea, Boston.",-6.166666666666667,-6.458333333333333,-0.2916666666666661
name,S4,Boston,Chelsea,under_resourced,1,opaque,T1,True,"The affected neighborhood is Chelsea, Boston.",-4.604166666666667,-3.7916666666666665,0.8125000000000004
name,S4,Boston,Chelsea,under_resourced,1,opaque,T2,False,The area in question is Chelsea in Boston.,-6.166666666666667,-6.416666666666667,-0.25
name,S4,Boston,Chelsea,under_resourced,1,opaque,T2,True,The area in question is Chelsea in Boston.,-4.708333333333333,-3.7083333333333335,0.9999999999999996
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T1,False,"The affected neighborhood is Lincoln Park, Chicago.",-5.958333333333333,-6.291666666666667,-0.3333333333333339
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T1,True,"The affected neighborhood is Lincoln Park, Chicago.",-4.75,-3.7291666666666665,1.0208333333333335
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T2,False,The area in question is Lincoln Park in Chicago.,-5.916666666666667,-6.25,-0.33333333333333304
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T2,True,The area in question is Lincoln Park in Chicago.,-5.1875,-3.5833333333333335,1.6041666666666665
name,S4,Chicago,Lakeview,affluent,1,transparent,T1,False,"The affected neighborhood is Lakeview, Chicago.",-5.958333333333333,-6.291666666666667,-0.3333333333333339
name,S4,Chicago,Lakeview,affluent,1,transparent,T1,True,"The affected neighborhood is Lakeview, Chicago.",-4.645833333333333,-3.75,0.895833333333333
name,S4,Chicago,Lakeview,affluent,1,transparent,T2,False,The area in question is Lakeview in Chicago.,-6.0,-6.333333333333333,-0.33333333333333304
name,S4,Chicago,Lakeview,affluent,1,transparent,T2,True,The area in question is Lakeview in Chicago.,-4.770833333333333,-3.7083333333333335,1.0624999999999996
name,S4,Chicago,Winnetka,affluent,1,opaque,T1,False,"The affected neighborhood is Winnetka, Chicago.",-6.0,-6.25,-0.25
name,S4,Chicago,Winnetka,affluent,1,opaque,T1,True,"The affected neighborhood is Winnetka, Chicago.",-4.9375,-3.5625,1.375
name,S4,Chicago,Winnetka,affluent,1,opaque,T2,False,The area in question is Winnetka in Chicago.,-6.0,-6.25,-0.25
name,S4,Chicago,Winnetka,affluent,1,opaque,T2,True,The area in question is Winnetka in Chicago.,-4.729166666666667,-3.6458333333333335,1.0833333333333335
name,S4,Chicago,Englewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Englewood, Chicago.",-5.916666666666667,-5.625,0.29166666666666696
name,S4,Chicago,Englewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Englewood, Chicago.",-5.583333333333333,-3.5625,2.020833333333333
name,S4,Chicago,Englewood,under_resourced,1,semi,T2,False,The area in question is Englewood in Chicago.,-5.833333333333333,-5.666666666666667,0.16666666666666607
name,S4,Chicago,Englewood,under_resourced,1,semi,T2,True,The area in question is Englewood in Chicago.,-5.375,-3.6458333333333335,1.7291666666666665
name,S4,Chicago,Austin,under_resourced,1,opaque,T1,False,"The affected neighborhood is Austin, Chicago.",-6.083333333333333,-6.208333333333333,-0.125
name,S4,Chicago,Austin,under_resourced,1,opaque,T1,True,"The affected neighborhood is Austin, Chicago.",-5.333333333333333,-3.5625,1.770833333333333
name,S4,Chicago,Austin,under_resourced,1,opaque,T2,False,The area in question is Austin in Chicago.,-6.125,-6.25,-0.125
name,S4,Chicago,Austin,under_resourced,1,opaque,T2,True,The area in question is Austin in Chicago.,-4.9375,-3.6875,1.25
name,S4,Chicago,Harvey,under_resourced,1,opaque,T1,False,"The affected neighborhood is Harvey, Chicago.",-6.083333333333333,-6.416666666666667,-0.3333333333333339
name,S4,Chicago,Harvey,under_resourced,1,opaque,T1,True,"The affected neighborhood is Harvey, Chicago.",-4.270833333333333,-4.041666666666667,0.22916666666666607
name,S4,Chicago,Harvey,under_resourced,1,opaque,T2,False,The area in question is Harvey in Chicago.,-6.0,-6.166666666666667,-0.16666666666666696
name,S4,Chicago,Harvey,under_resourced,1,opaque,T2,True,The area in question is Harvey in Chicago.,-4.520833333333333,-3.8958333333333335,0.6249999999999996
name,S4,Los Angeles,Brentwood,affluent,1,semi,T1,False,"The affected neighborhood is Brentwood, Los Angeles.",-6.083333333333333,-6.25,-0.16666666666666696
name,S4,Los Angeles,Brentwood,affluent,1,semi,T1,True,"The affected neighborhood is Brentwood, Los Angeles.",-4.75,-3.6458333333333335,1.1041666666666665
name,S4,Los Angeles,Brentwood,affluent,1,semi,T2,False,The area in question is Brentwood in Los Angeles.,-6.041666666666667,-6.375,-0.33333333333333304
name,S4,Los Angeles,Brentwood,affluent,1,semi,T2,True,The area in question is Brentwood in Los Angeles.,-4.666666666666667,-3.7291666666666665,0.9375000000000004
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,"The affected neighborhood is Beverly Grove, Los Angeles.",-6.0,-6.208333333333333,-0.20833333333333304
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,"The affected neighborhood is Beverly Grove, Los Angeles.",-5.020833333333333,-3.6041666666666665,1.4166666666666665
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,The area in question is Beverly Grove in Los Angeles.,-6.083333333333333,-6.208333333333333,-0.125
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,The area in question is Beverly Grove in Los Angeles.,-4.791666666666667,-3.6875,1.104166666666667
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T1,False,"The affected neighborhood is Pasadena, Los Angeles.",-6.041666666666667,-6.083333333333333,-0.041666666666666075
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T1,True,"The affected neighborhood is Pasadena, Los Angeles.",-5.291666666666667,-3.5208333333333335,1.7708333333333335
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T2,False,The area in question is Pasadena in Los Angeles.,-6.083333333333333,-6.125,-0.04166666666666696
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T2,True,The area in question is Pasadena in Los Angeles.,-4.958333333333333,-3.6666666666666665,1.2916666666666665
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T1,False,"The affected neighborhood is Watts, Los Angeles.",-6.0,-5.1875,0.8125
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T1,True,"The affected neighborhood is Watts, Los Angeles.",-6.208333333333333,-3.6875,2.520833333333333
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T2,False,The area in question is Watts in Los Angeles.,-5.916666666666667,-5.25,0.666666666666667
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T2,True,The area in question is Watts in Los Angeles.,-5.833333333333333,-3.6875,2.145833333333333
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T1,False,"The affected neighborhood is Compton, Los Angeles.",-5.791666666666667,-5.875,-0.08333333333333304
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T1,True,"The affected neighborhood is Compton, Los Angeles.",-4.583333333333333,-3.8958333333333335,0.6874999999999996
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T2,False,The area in question is Compton in Los Angeles.,-5.75,-5.958333333333333,-0.20833333333333304
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T2,True,The area in question is Compton in Los Angeles.,-4.291666666666667,-4.270833333333333,0.020833333333333925
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Inglewood, Los Angeles.",-6.041666666666667,-5.875,0.16666666666666696
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Inglewood, Los Angeles.",-5.333333333333333,-3.5416666666666665,1.7916666666666665
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,The area in question is Inglewood in Los Angeles.,-6.083333333333333,-6.0,0.08333333333333304
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,The area in question is Inglewood in Los Angeles.,-4.708333333333333,-3.7291666666666665,0.9791666666666665
name,S5,Boston,Back Bay,affluent,2,transparent,T1,False,"The affected neighborhood is Back Bay, Boston.",-6.333333333333333,-5.416666666666667,0.9166666666666661
name,S5,Boston,Back Bay,affluent,2,transparent,T1,True,"The affected neighborhood is Back Bay, Boston.",-7.458333333333333,-3.6458333333333335,3.8124999999999996
name,S5,Boston,Back Bay,affluent,2,transparent,T2,False,The area in question is Back Bay in Boston.,-6.291666666666667,-5.416666666666667,0.875
name,S5,Boston,Back Bay,affluent,2,transparent,T2,True,The area in question is Back Bay in Boston.,-7.541666666666667,-3.6875,3.854166666666667
name,S5,Boston,Beacon Hill,affluent,2,transparent,T1,False,"The affected neighborhood is Beacon Hill, Boston.",-6.333333333333333,-5.104166666666667,1.229166666666666
name,S5,Boston,Beacon Hill,affluent,2,transparent,T1,True,"The affected neighborhood is Beacon Hill, Boston.",-8.041666666666666,-3.75,4.291666666666666
name,S5,Boston,Beacon Hill,affluent,2,transparent,T2,False,The area in question is Beacon Hill in Boston.,-6.375,-5.0625,1.3125
name,S5,Boston,Beacon Hill,affluent,2,transparent,T2,True,The area in question is Beacon Hill in Boston.,-8.0,-3.75,4.25
name,S5,Boston,Brookline,affluent,1,semi,T1,False,"The affected neighborhood is Brookline, Boston.",-6.375,-4.875,1.5
name,S5,Boston,Brookline,affluent,1,semi,T1,True,"The affected neighborhood is Brookline, Boston.",-8.375,-3.7916666666666665,4.583333333333334
name,S5,Boston,Brookline,affluent,1,semi,T2,False,The area in question is Brookline in Boston.,-6.375,-4.895833333333333,1.479166666666667
name,S5,Boston,Brookline,affluent,1,semi,T2,True,The area in question is Brookline in Boston.,-8.291666666666666,-3.7708333333333335,4.520833333333332
name,S5,Boston,Roxbury,under_resourced,1,opaque,T1,False,"The affected neighborhood is Roxbury, Boston.",-6.375,-4.6875,1.6875
name,S5,Boston,Roxbury,under_resourced,1,opaque,T1,True,"The affected neighborhood is Roxbury, Boston.",-8.416666666666666,-3.7708333333333335,4.645833333333332
name,S5,Boston,Roxbury,under_resourced,1,opaque,T2,False,The area in question is Roxbury in Boston.,-6.416666666666667,-4.770833333333333,1.645833333333334
name,S5,Boston,Roxbury,under_resourced,1,opaque,T2,True,The area in question is Roxbury in Boston.,-8.333333333333334,-3.7916666666666665,4.541666666666668
name,S5,Boston,Dorchester,under_resourced,1,opaque,T1,False,"The affected neighborhood is Dorchester, Boston.",-6.333333333333333,-4.916666666666667,1.416666666666666
name,S5,Boston,Dorchester,under_resourced,1,opaque,T1,True,"The affected neighborhood is Dorchester, Boston.",-8.083333333333334,-3.75,4.333333333333334
name,S5,Boston,Dorchester,under_resourced,1,opaque,T2,False,The area in question is Dorchester in Boston.,-6.291666666666667,-4.854166666666667,1.4375
name,S5,Boston,Dorchester,under_resourced,1,opaque,T2,True,The area in question is Dorchester in Boston.,-8.25,-3.75,4.5
name,S5,Boston,Chelsea,under_resourced,1,opaque,T1,False,"The affected neighborhood is Chelsea, Boston.",-6.416666666666667,-5.3125,1.104166666666667
name,S5,Boston,Chelsea,under_resourced,1,opaque,T1,True,"The affected neighborhood is Chelsea, Boston.",-7.75,-3.6875,4.0625
name,S5,Boston,Chelsea,under_resourced,1,opaque,T2,False,The area in question is Chelsea in Boston.,-6.375,-5.270833333333333,1.104166666666667
name,S5,Boston,Chelsea,under_resourced,1,opaque,T2,True,The area in question is Chelsea in Boston.,-7.791666666666667,-3.6875,4.104166666666667
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T1,False,"The affected neighborhood is Lincoln Park, Chicago.",-6.208333333333333,-5.270833333333333,0.9375
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T1,True,"The affected neighborhood is Lincoln Park, Chicago.",-7.875,-3.7291666666666665,4.145833333333334
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T2,False,The area in question is Lincoln Park in Chicago.,-6.208333333333333,-5.229166666666667,0.9791666666666661
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T2,True,The area in question is Lincoln Park in Chicago.,-7.791666666666667,-3.75,4.041666666666667
name,S5,Chicago,Lakeview,affluent,1,transparent,T1,False,"The affected neighborhood is Lakeview, Chicago.",-6.25,-5.291666666666667,0.958333333333333
name,S5,Chicago,Lakeview,affluent,1,transparent,T1,True,"The affected neighborhood is Lakeview, Chicago.",-7.916666666666667,-3.75,4.166666666666667
name,S5,Chicago,Lakeview,affluent,1,transparent,T2,False,The area in question is Lakeview in Chicago.,-6.291666666666667,-5.25,1.041666666666667
name,S5,Chicago,Lakeview,affluent,1,transparent,T2,True,The area in question is Lakeview in Chicago.,-7.75,-3.75,4.0
name,S5,Chicago,Winnetka,affluent,1,opaque,T1,False,"The affected neighborhood is Winnetka, Chicago.",-6.208333333333333,-5.166666666666667,1.041666666666666
name,S5,Chicago,Winnetka,affluent,1,opaque,T1,True,"The affected neighborhood is Winnetka, Chicago.",-7.916666666666667,-3.7083333333333335,4.208333333333334
name,S5,Chicago,Winnetka,affluent,1,opaque,T2,False,The area in question is Winnetka in Chicago.,-6.25,-5.270833333333333,0.979166666666667
name,S5,Chicago,Winnetka,affluent,1,opaque,T2,True,The area in question is Winnetka in Chicago.,-7.75,-3.7291666666666665,4.020833333333334
name,S5,Chicago,Englewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Englewood, Chicago.",-6.291666666666667,-4.854166666666667,1.4375
name,S5,Chicago,Englewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Englewood, Chicago.",-7.958333333333333,-3.7708333333333335,4.1875
name,S5,Chicago,Englewood,under_resourced,1,semi,T2,False,The area in question is Englewood in Chicago.,-6.333333333333333,-4.854166666666667,1.479166666666666
name,S5,Chicago,Englewood,under_resourced,1,semi,T2,True,The area in question is Englewood in Chicago.,-8.0,-3.7916666666666665,4.208333333333334
name,S5,Chicago,Austin,under_resourced,1,opaque,T1,False,"The affected neighborhood is Austin, Chicago.",-6.333333333333333,-5.145833333333333,1.1875
name,S5,Chicago,Austin,under_resourced,1,opaque,T1,True,"The affected neighborhood is Austin, Chicago.",-8.041666666666666,-3.75,4.291666666666666
name,S5,Chicago,Austin,under_resourced,1,opaque,T2,False,The area in question is Austin in Chicago.,-6.333333333333333,-5.291666666666667,1.041666666666666
name,S5,Chicago,Austin,under_resourced,1,opaque,T2,True,The area in question is Austin in Chicago.,-7.958333333333333,-3.75,4.208333333333333
name,S5,Chicago,Harvey,under_resourced,1,opaque,T1,False,"The affected neighborhood is Harvey, Chicago.",-6.208333333333333,-5.375,0.833333333333333
name,S5,Chicago,Harvey,under_resourced,1,opaque,T1,True,"The affected neighborhood is Harvey, Chicago.",-7.666666666666667,-3.7083333333333335,3.9583333333333335
name,S5,Chicago,Harvey,under_resourced,1,opaque,T2,False,The area in question is Harvey in Chicago.,-6.25,-5.270833333333333,0.979166666666667
name,S5,Chicago,Harvey,under_resourced,1,opaque,T2,True,The area in question is Harvey in Chicago.,-7.583333333333333,-3.6875,3.895833333333333
name,S5,Los Angeles,Brentwood,affluent,1,semi,T1,False,"The affected neighborhood is Brentwood, Los Angeles.",-6.333333333333333,-5.229166666666667,1.104166666666666
name,S5,Los Angeles,Brentwood,affluent,1,semi,T1,True,"The affected neighborhood is Brentwood, Los Angeles.",-7.833333333333333,-3.6875,4.145833333333333
name,S5,Los Angeles,Brentwood,affluent,1,semi,T2,False,The area in question is Brentwood in Los Angeles.,-6.375,-5.25,1.125
name,S5,Los Angeles,Brentwood,affluent,1,semi,T2,True,The area in question is Brentwood in Los Angeles.,-7.75,-3.6875,4.0625
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,"The affected neighborhood is Beverly Grove, Los Angeles.",-6.375,-5.25,1.125
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,"The affected neighborhood is Beverly Grove, Los Angeles.",-7.708333333333333,-3.7083333333333335,3.9999999999999996
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,The area in question is Beverly Grove in Los Angeles.,-6.291666666666667,-5.1875,1.104166666666667
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,The area in question is Beverly Grove in Los Angeles.,-7.625,-3.7083333333333335,3.9166666666666665
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T1,False,"The affected neighborhood is Pasadena, Los Angeles.",-6.333333333333333,-4.958333333333333,1.375
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T1,True,"The affected neighborhood is Pasadena, Los Angeles.",-8.0,-3.7083333333333335,4.291666666666666
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T2,False,The area in question is Pasadena in Los Angeles.,-6.375,-5.104166666666667,1.270833333333333
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T2,True,The area in question is Pasadena in Los Angeles.,-7.916666666666667,-3.7083333333333335,4.208333333333334
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T1,False,"The affected neighborhood is Watts, Los Angeles.",-6.5,-4.458333333333333,2.041666666666667
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T1,True,"The affected neighborhood is Watts, Los Angeles.",-8.333333333333334,-3.8541666666666665,4.479166666666668
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T2,False,The area in question is Watts in Los Angeles.,-6.375,-4.541666666666667,1.833333333333333
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T2,True,The area in question is Watts in Los Angeles.,-8.083333333333334,-3.8333333333333335,4.25
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T1,False,"The affected neighborhood is Compton, Los Angeles.",-6.208333333333333,-4.958333333333333,1.25
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T1,True,"The affected neighborhood is Compton, Los Angeles.",-7.583333333333333,-3.7083333333333335,3.8749999999999996
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T2,False,The area in question is Compton in Los Angeles.,-6.208333333333333,-5.020833333333333,1.1875
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T2,True,The area in question is Compton in Los Angeles.,-7.291666666666667,-3.7291666666666665,3.5625000000000004
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,"The affected neighborhood is Inglewood, Los Angeles.",-6.416666666666667,-5.020833333333333,1.395833333333334
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,"The affected neighborhood is Inglewood, Los Angeles.",-7.958333333333333,-3.7291666666666665,4.229166666666666
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,The area in question is Inglewood in Los Angeles.,-6.458333333333333,-5.020833333333333,1.4375
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,The area in question is Inglewood in Los Angeles.,-7.625,-3.6666666666666665,3.9583333333333335
name,S6,Boston,Back Bay,affluent,2,transparent,T1,False,"The affected neighborhood is Back Bay, Boston.",-6.541666666666667,-4.520833333333333,2.020833333333334
name,S6,Boston,Back Bay,affluent,2,transparent,T1,True,"The affected neighborhood is Back Bay, Boston.",-8.041666666666666,-3.75,4.291666666666666
name,S6,Boston,Back Bay,affluent,2,transparent,T2,False,The area in question is Back Bay in Boston.,-6.541666666666667,-4.479166666666667,2.0625
name,S6,Boston,Back Bay,affluent,2,transparent,T2,True,The area in question is Back Bay in Boston.,-8.083333333333334,-3.7916666666666665,4.291666666666668
name,S6,Boston,Beacon Hill,affluent,2,transparent,T1,False,"The affected neighborhood is Beacon Hill, Boston.",-6.708333333333333,-4.208333333333333,2.5
name,S6,Boston,Beacon Hill,affluent,2,transparent,T1,True,"The affected neighborhood is Beacon Hill, Boston.",-8.416666666666666,-3.8333333333333335,4.583333333333332
name,S6,Boston,Beacon Hill,affluent,2,transparent,T2,False,The area in question is Beacon Hill in Boston.,-6.666666666666667,-4.0,2.666666666666667
name,S6,Boston,Beacon Hill,affluent,2,transparent,T2,True,The area in question is Beacon Hill in Boston.,-8.625,-3.8541666666666665,4.770833333333334
